1969,1995,2006,2016,2024
2326,2337,2347,2357,2369
2370,2391,2401,2411,2434
2435,2446,2456,2467,2477
2478,2489,2499,2509,2519
2520,2531,2542,2553,2563
2564,2575,2585,2595,2605
2713,2741,2751,2761,2771
2772,2783,2793,2803,2813
2814,2825,2835,2845,2856
2857,2868,2878,2888,2898
2899,2910,2920,2940,2950
2951,2978,2988,2999,3009
3010,3021,3031,3041,3051
3052,3079,3090,3100,3110
3111,3122,3132,3142,3152
3205,3216,3226,3236,3246
