111,120,130,152,176,204,228
229,239,250,272,297,323,347
553,563,574,598,622,688,717
718,727,738,760,784,810,834
1001,1010,1020,1043,1065,1092,1116
1117,1126,1137,1160,1183,1209,1233
1234,1243,1253,1275,1299,1324,1353
1354,1364,1374,1398,1421,1449,1473
1474,1483,1493,1515,1537,1564,1588
1589,1598,1608,1630,1652,1679,1703
1704,1713,1723,1746,1768,1795,1819
1820,1841,1852,1874,1896,1924,1948
