29,38,49,82,107,124,128
129,138,148,171,195,211,215
216,226,237,259,282,299,303
304,313,323,345,367,384,388
389,398,408,431,453,471,475
476,485,495,517,540,556,560
672,685,705,727,749,764,768
769,778,789,812,834,849,853
854,863,873,895,917,932,936
1080,1089,1100,1122,1144,1159,1163
1164,1173,1183,1206,1228,1243,1247
1435,1444,1454,1476,1498,1514,1518
1519,1529,1539,1561,1583,1598,1602
1603,1612,1624,1646,1669,1686,1690
1691,1700,1710,1732,1754,1772,1776
1874,1883,1893,1915,1937,1954,1958
